opeid,school,total,min_aid
01229100,Wright Beauty Academy,64647,32324
04155800,Advanced Beauty College,64217,32109
01248800,International Beauty College #3,64097,32049
00355600,Commonwealth Institute Of Funeral Service,64090,32045
04261200,Yeshiva Bais Aharon,64039,32020
04247600,New Beginnings Beauty Academy,63880,31940
03429700,East West College Of Natural Medicine,63723,31862
04155000,Northwest School Of Wooden Boat Building,63564,31782
01321800,M.J. Murphy Beauty College,63536,31768
03277300,Pathway Vocational Academy,63239,31620
00311300,Pontifical College Josephinum,63175,31588
04276700,Salon Professional Academy (The),63166,31583
02163500,New England School Of Photography,62906,31453
03283300,Northwest Hvac/R Association & Training,62732,31366
04189400,Shear Learning Academy Of Cosmetology,62701,31351
03355400,Richmont Graduate University,62656,31328
03068400,Quality Technical & Beauty College,62586,31293
00336400,Saint Charles Borromeo Seminary,62584,31292
02319200,Lake Forest Graduate School Of Management,62548,31274
03019900,Capstone College,62462,31231
00960700,House Of Heavilin Beauty College,62404,31202
00245700,Concordia Seminary,61962,30981
04184300,Paul Mitchell The School Ardmore,61953,30977
03248300,Boston Baptist College,61817,30909
02197500,Baton Rouge School Of Computers,61790,30895
04265200,Women'S Institute Of Torah Seminary,61745,30873
04256500,Baldy View Regional Occupational Program,61625,30813
04122000,Tri County Regional Vocational Technical High School,61619,30810
04137300,Cayce/Reilly School Of Massage,61587,30794
04156300,University Of Fort Lauderdale,61344,30672
04157800,Grace Mission University,61227,30614
04214500,Prestige Health & Beauty Sciences Academy,61112,30556
04180600,Appalachian College Of Pharmacy,61104,30552
02349200,Headmasters School Of Hair Design,61086,30543
03164300,Creative Center (The),61073,30537
04250800,Mission Beauty Institute,61068,30534
00902900,Neighborhood Playhouse School Of The Theatre (The),60982,30491
02622900,Rabbinical College Of Yeshiva And Kolel Bais Medrosh Elyon Association,60982,30491
04119200,Eagle Rock College,60954,30477
02595000,Hair Academy The,60842,30421
00539900,Monmouth County Vocational School District,60651,30326
02164300,Don Roberts School Of Hair Design,60627,30314
04163700,Bitterroot School Of Cosmetology,60612,30306
02278700,Mister Wayne'S School Of Unisex Hair Design,60570,30285
00933500,Mesivta Of Eastern Parkway Rabbinical Seminary,60547,30274
04220500,Butte County Regional Occupational Program,60515,30258
03109500,Dongguk University Los Angeles,60458,30229
04233400,Lee Professional Institute,60437,30219
01012200,Phagans' Medford Beauty School,60405,30203
01294800,Rob Roy Academy,60343,30172
04213400,Access Careers,60255,30128
02505900,Shor Yoshuv Rabbinical College,59797,29899
04272400,Northern Technical College,59671,29836
04212400,Mingo Extended Learning Center,59512,29756
02145800,Cayuga Onondaga Boces,59419,29710
03179500,Texas Health And Science University,59416,29708
00289000,Union Theological Seminary,59416,29708
01258000,Saint Louis Christian College,59391,29696
00120700,Graduate Theological Union,59068,29534
03098200,Yo San University Of Traditional Chinese Medicine,59068,29534
02110900,Cattaraugus/Allegany/Erie/Wyoming Boces,58802,29401
00720900,Redondo Beach Beauty College,58790,29395
03466400,Seattle School Of Theology And Psychology (The),58777,29389
02309100,American College Of Hair Design,58724,29362
04006300,Nuvo College Of Cosmetology,58614,29307
04123900,Lexington Healing Arts Academy,58500,29250
03238300,Florida College Of Integrative Medicine,58486,29243
04260900,Mystros Barber Academy,58383,29192
01109700,Cloyd'S Beauty School #1,58274,29137
04192600,Palmetto Beauty School,58220,29110
04271000,Stacey James Institute,58169,29085
02289000,American Hair Academy,57867,28934
03218300,University Of The Potomac,57862,28931
02068000,United Technical Center,57801,28901
03110900,House Of Heavilin Of Blue Springs,57775,28888
02556600,Niles School Of Cosmetology,57709,28855
02249900,Delta Beauty College,57587,28794
04130700,Academy Of Massage And Bodywork,57444,28722
02056100,Four Rivers Career Center,57399,28700
02251700,Foster'S Cosmetology College,57219,28610
03103800,Southern School Of Beauty,57017,28509
03104000,Shawsheen Valley School Of Practical Nursing,56964,28482
00778300,Middle Tennessee School Of Anesthesia,56794,28397
04158100,Aiken School Of Cosmetology And Barbering,56697,28349
03498400,Omega Institute Of Cosmetology,56616,28308
02545900,Hypnosis Motivation Institute,56543,28272
02306900,Iowa School Of Beauty,56508,28254
04270300,Yeshivas Emek Hatorah,56454,28227
00329100,United Lutheran Seminary,56158,28079
02270500,Bucks County School Of Beauty Culture,55682,27841
04269700,Ur Beauty & Barber Academy,55477,27739
03110400,Paul Mitchell The School St. George,55312,27656
03256300,Yeshiva Gedolah Rabbinical College,55254,27627
04213200,Kaizen Beauty Academy,55217,27609
04117900,Champion Beauty College,55136,27568
00405800,Gratz College,54996,27498
03732300,Iyrs School Of Technology & Trades,54919,27460
00168200,Garrett - Evangelical Theological Seminary,54902,27451
00555700,C H Mccann Technical School,54800,27400
04271600,"Avenue Academy, A Cosmetology Institute (The)",54745,27373
04250300,Hair Academy School Of Barbering & Beauty,54631,27316
04256600,Mak Beauty Institute,54557,27279
04252900,International Beauty Education Center,54461,27231
02282100,"High Plains Technology Center, School District No. 24",54421,27211
02092100,Massachusetts School Of Barbering,54414,27207
04222600,Healthcare Institute (The),54372,27186
03425300,Rosedale Bible College,54367,27184
02290400,Altoona Beauty School,54362,27181
04250100,Santa Barbara And Ventura Colleges Of Law (The),54315,27158
03821400,Universal College Of Healing Arts,54312,27156
00720400,Modern Beauty Academy - Oxnard,54154,27077
02297500,Oehrlein School Of Cosmetology,54088,27044
02104300,Otsego Delaware Schoharie Greene Boces,54054,27027
03746300,Legrand Institute Of Cosmetology,54018,27009
02202400,Professional Cosmetology Education Center,53985,26993
02145100,Scott College Of Cosmetology,53972,26986
04194000,Treasure Coast Technical College,53915,26958
03051900,Adler Graduate School,53819,26910
02097300,Hastings Beauty School,53763,26882
03561400,Susquehanna County Career & Technology Center,53535,26768
04141600,Omega Studios' School Of Applied Recording Arts & Sciences,53482,26741
02314200,Empire Beauty School,53477,26739
04178100,Carolina College Of Hair Design,53472,26736
00528900,Waynesville Career Center,53380,26690
04038400,Avi Career Training,53197,26599
03667300,Faith Theological Seminary,53194,26597
03976300,Massage Therapy Institute Of Colorado,53176,26588
04137200,Borner'S Barber College,53064,26532
03968300,Lakewood School Of Therapeutic Massage,52948,26474
00543800,Saline County Career Center,52890,26445
01235100,Phagans' School Of Beauty,52869,26435
04173400,Santa Ana Beauty Academy,52745,26373
03643300,Mr. John'S School Of Cosmetology & Nails,52727,26364
03051100,Chisholm Trail Technology Center School District No. 26,52640,26320
00246700,Conception Seminary College,52627,26314
04160500,Avalon School Of Cosmetology,52436,26218
03868300,World Mission University,52382,26191
04269800,L Makeup Institute,52324,26162
00185800,Divine Word College,52060,26030
02572700,Evans Hairstyling College,52053,26027
04277400,Elite Academy Of Hair Design,51496,25748
04274100,Arkansas Welding Academy,51346,25673
03612300,Birthwise Midwifery School,51189,25595
04231800,Princess Beauty School,51144,25572
04164600,D. A. Dorsey Technical College,51116,25558
00221400,Saint John'S Seminary,50920,25460
00543000,Poplar Bluff Technical Career Center,50853,25427
03090000,Sharp'S Academy Of Hairstyling,50808,25404
00941900,State College Of Beauty Culture,50340,25170
04038700,Ideal Beauty Academy,50189,25095
01005500,Crawford County Career & Technical Center,49853,24927
00865300,Jefferson County Dubois Area Vocational Techl School Practical Nursing,49739,24870
04208100,Ukiah Adult School,49598,24799
04215000,Total Transformation Institute Of Cosmetology,49523,24762
03288300,Academy Of Chinese Culture And Health Sciences,49465,24733
02125200,Margaret H. Rollins School Of Nursing At Beebe Medical Center,49412,24706
03027300,Blalock'S Professional Beauty College,48933,24467
00510200,School Of Diagnostic Imaging-Cleveland Clinic Health System,48618,24309
04276500,Global Medical & Technical Training Institute,48533,24267
03538300,Alexandria School Of Scientific Therapeutics,48376,24188
04248900,Vh Barber & Styling Academy,48247,24124
04202600,New Dimensions Beauty Academy,48218,24109
03111000,Mid Cities Barber College,48082,24041
04028300,Mountain State School Of Massage,47967,23984
02202600,Cannella School Of Hair Design,47966,23983
04148400,Tigi Hairdressing Academy Guilford,47853,23927
00923200,Catholic Theological Union At Chicago,47654,23827
03279300,Myotherapy Institute,47524,23762
04241500,Wave Leadership College,47516,23758
02245400,Keene Beauty Academy,47439,23720
04235300,Polytech Adult Education,47434,23717
04228600,Top Of The Line Barber College,47386,23693
04148700,American Institute Of Interior Design,47278,23639
04215500,Champ'S Barber School,47263,23632
04276400,Culinary School Of Fort Worth (The),47260,23630
03841300,Career Beauty College,47255,23628
00528800,Kirksville Area Technical Center,47216,23608
04256800,Arkansas Colleges Of Health Education,47138,23569
04242600,Abco Technology,46979,23490
04225300,Creative Touch Cosmetology School,46816,23408
04146900,Advanced Welding Institute,46587,23294
04266000,Bais Medrash Mayan Hatorah,46377,23189
00966000,Tiffin Academy Of Hair Design,46336,23168
02323300,Professionals Choice Hair Design Academy,46213,23107
01102600,Warrensburg Area Career Center,46106,23053
04192000,Curve Metric School Of Hair Design,46054,23027
00267400,New York Theological Seminary,45974,22987
03153300,American College Of Acupuncture & Oriental Medicine,45939,22970
02323000,Missio Theological Seminary,45643,22822
03535300,Huntingdon County Career And Technology Center,45583,22792
00197400,Louisville Presbyterian Theological Seminary,45392,22696
03076100,Southwestern College,45392,22696
04194200,Aparicio-Levy Technical College,45310,22655
04214700,Luckes Beauty Academy,45259,22630
02142200,Lex La Ray Technical Center,44826,22413
02338000,Cloyd'S Barber School #2,44745,22373
01313400,Yeshivath Beth Moshe,44687,22344
00893900,Cannella School Of Hair Design,44650,22325
03101000,New Dimension School Of Hair Design,44577,22289
04129400,Center For Massage & Natural Health,44551,22276
00156800,Interdenominational Theological Center,44417,22209
04213600,River Valley Cosmetology Institute,44407,22204
04182500,Millennia Atlantic University,44229,22115
03156400,Aoma Graduate School Of Integrative Medicine,44228,22114
04229200,Jupiter Beauty Academy,44219,22110
00849800,William Edge Institute,44088,22044
04226300,Divine Crown Barber & Beauty Academy,44060,22030
02152000,Yeshiva Shaar Hatorah,43952,21976
02198900,Michigan School Of Psychology,43937,21969
02361300,The Landing School Of Boatbuilding & Design,43850,21925
01218700,Blackstone Valley Vocational Regional School District,43819,21910
04260000,Institute Of Medical Ultrasound,43581,21791
02621300,Academy Of Cosmetology,43527,21764
04266100,Apex Academy Hair Skin Nails School Of Cosmetology,43429,21715
01094300,Rabbinical College Beth Shraga,43268,21634
04153200,Southern Worcester County Regional Voc School District,43105,21553
00176500,University Of Saint Mary Of The Lake,43064,21532
04136900,University Of Aesthetics & Cosmetology,43036,21518
04248200,Dehart Technical School,42994,21497
04246600,Textures Institute Of Cosmetology,42921,21461
03997300,Arkansas Beauty College,42819,21410
04238900,"Beauty School, (The)",42726,21363
03800300,Colegio Técnico De Electricidad Galloza,42670,21335
02500000,San Joaquin College Of Law,42482,21241
04267300,Lehigh Valley Barber School,42426,21213
02514100,Takoda Institute Of Higher Education,42315,21158
00648300,Watts College Of Nursing,42191,21096
03478400,Phoenix Seminary,42117,21059
00884300,Alaska Bible College,42068,21034
01318900,Continental Academie Of Hair Design,42043,21022
04265500,Icohs College,41928,20964
03092600,Messenger College,41759,20880
04229100,Advantage Career Institute,41609,20805
03559300,Appalachian School Of Law,41609,20805
00374300,Union Presbyterian Seminary,41609,20805
00456000,Gem City College,41594,20797
04239600,Kentucky Horseshoeing School,41510,20755
04236800,Fountain Of Youth Academy Of Cosmetology,41507,20754
02332200,Hair Professionals Career College,41496,20748
04122800,Presbyterian Theological Seminary In America,41486,20743
02125500,Circle In The Square Theatre School,41430,20715
02535600,Clear Creek Baptist Bible College,41384,20692
02292700,Lansdale School Of Cosmetology,41255,20628
04271700,Salon Professional Academy Of San Antonio (The),41200,20600
03510300,Erikson Institute,41187,20594
04229800,Gadsden Technical Institute,41133,20567
00290000,Webb Institute,41119,20560
00224800,Cranbrook Academy Of Art,41027,20514
00727600,Saint Meinrad School Of Theology,40897,20449
03128500,National Latino Education Institute,40882,20441
01014000,Mineral County Vocational Technical Center,40808,20404
00335600,Pittsburgh Theological Seminary,40736,20368
01162200,Welder Training & Testing Institute,40685,20343
02132800,National Conservatory Of Dramatic Arts,40522,20261
02228100,Steven Papageorge Hair Academy,40486,20243
00822300,St. Vincent De Paul Regional Seminary,40445,20223
